"dur","start_time","mouse_trace_x","mouse_trace_y","interruptedResponse","pixperrefresh","refreshRate","angle","side","start_position","splitTime","fixTime","speed","subjectID","test_part","trialID","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response"
"2000.6999999284744","106058.5","[1044,1044,1044,1044,1042,1038,1032,1025,1017,1004,986,961,911,885,859,836,815,799,784,772,758,744,733,722,709,698,685,673,659,642,627,611,594,571,560,548,537,527,516,507,498,489,477,465,451,438,426,409,398,384,373,361,351,335,326,316,300,286,274]","[461,461,461,461,461,461,461,461,461,461,461,461,465,468,470,472,473,474,474,474,474,474,474,474,475,476,477,477,478,478,478,478,478,478,478,478,478,478,478,477,477,477,477,477,477,477,477,478,478,478,479,480,481,483,483,484,484,484,484]","false","13.167000000000002","33","270","r","300","1067.58914697198","0","399","AA","trial","14","manual-tracking","38","107998","0.0-0.0-0.19","","",""
"","","","","","","","","","","","","","","feedback","","html-button-response","39","109501","0.0-0.0-1.19","null","<p>Well done.</p>","null"
"2001.1000000238419","111423.79999995232","[435,435,435,438,446,460,473,485,511,534,557,584,610,632,651,660,665,669,672,676,684,694,708,728,749,773,800,825,850,871,898,917,927,936,944,952,961,972,986,1000,1022,1044,1076,1101,1114,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,1117,1134,1155]","[466,466,466,466,466,466,466,466,466,465,463,461,460,460,460,459,458,458,458,458,458,460,464,467,471,474,478,480,482,483,483,483,483,483,482,481,480,478,477,476,474,473,472,471,468,466,466,466,466,466,466,466,466,466,466,466,466,465,465]","false","13.167000000000002","33","0","l","-300","1065.0312674195904","0","399","AA","trial","16","manual-tracking","40","113363","0.0-0.0-0.20","","",""
"","","","","","","","","","","","","","","feedback","","html-button-response","41","114867","0.0-0.0-1.20","null","<p>Well done.</p>","null"
"2001.0999999046326","116357","[1036,1036,1036,1036,1036,1032,1024,1013,1001,970,944,915,895,878,863,853,845,840,833,825,812,799,783,767,751,735,718,707,694,680,669,657,646,632,619,609,596,571,554,535,514,498,483,471,460,451,442,433,426,418,408,396,382,363,341,317,276,231,201]","[457,457,457,458,459,459,459,459,459,459,463,471,477,483,488,489,489,489,487,485,482,479,476,473,471,470,468,467,466,466,466,466,466,466,466,466,466,467,469,471,474,476,477,477,477,477,477,477,476,476,475,475,474,474,474,475,482,493,503]","false","13.167000000000002","33","135","r","300","870.5610549027563","0","399","AA","trial","27","manual-tracking","42","118296","0.0-0.0-0.21","","",""
"","","","","","","","","","","","","","","feedback","","html-button-response","43","119798","0.0-0.0-1.21","null","<p>Well done.</p>","null"
"2001.5","121057.69999992847","[441,444,450,457,464,474,490,512,536,549,562,576,589,607,625,649,661,675,692,711,731,752,773,793,811,835,852,866,876,884,890,896,901,912,916,926,935,947,960,975,984,1011,1035,1051,1065,1077,1091,1106,1122,1139,1158,1180,1209,1221,1227,1229,1229,1229,1229]","[465,465,465,465,465,465,465,465,466,469,471,472,472,470,467,465,465,465,464,464,464,464,464,464,466,467,468,469,470,471,472,472,472,472,472,471,470,468,466,462,460,455,453,453,454,457,461,466,471,476,478,480,480,480,478,477,477,477,477]","false","13.167000000000002","33","0","l","-300","830.9582800134758","0","399","AA","trial","0","manual-tracking","44","122997","0.0-0.0-0.22","","",""
"","","","","","","","","","","","","","","feedback","","html-button-response","45","124501","0.0-0.0-1.22","null","<p>Well done.</p>","null"
"2001.1999999284744","126407.39999997616","[439,439,439,439,442,451,469,492,515,535,550,569,594,610,628,646,664,680,698,716,738,752,765,777,787,797,805,813,823,833,844,856,870,882,896,912,928,954,964,974,984,989,1008,1016,1041,1059,1082,1104,1126,1146,1156,1164,1164,1164,1164,1164,1164,1164,1164]","[463,463,463,463,463,463,463,463,460,458,458,459,461,461,461,460,458,457,455,453,452,451,451,451,451,451,451,451,451,452,454,454,456,457,459,460,462,467,470,472,473,473,469,467,461,459,459,460,466,473,477,479,479,479,479,479,479,479,479]","false","13.167000000000002","33","315","l","-300","994.654910307443","0","399","AA","trial","7","manual-tracking","46","128346","0.0-0.0-0.23","","",""
"","","","","","","","","","","","","","","feedback","","html-button-response","47","129848","0.0-0.0-1.23","null","<p>Well done.</p>","null"
"2001.2999999523163","131174.29999995232","[1050,1050,1050,1050,1045,1033,1011,978,946,893,861,834,812,793,784,778,774,770,762,753,741,723,708,693,678,662,644,618,607,579,560,548,536,526,514,503,490,478,465,451,438,428,421,413,407,400,394,387,379,375,370,358,342,317,288,268,257,257,257]","[466,466,466,466,466,466,466,468,472,477,479,480,480,479,477,475,473,472,470,469,468,468,468,468,468,468,467,465,464,462,460,460,459,459,459,459,460,462,464,466,468,469,470,471,472,473,473,474,475,475,475,476,477,478,479,479,479,480,480]","false","13.167000000000002","33","225","r","300","1051.079572216438","0","399","AA","trial","13","manual-tracking","48","133113","0.0-0.0-0.24","","",""
"","","","","","","","","","","","","","","feedback","","html-button-response","49","134615","0.0-0.0-1.24","null","<p>Well done.</p>","null"
"2001.5","136591.19999992847","[1038,1038,1038,1037,1032,1027,1020,1012,994,981,971,959,950,939,928,920,913,904,891,873,854,832,812,798,789,781,776,768,759,750,727,713,699,685,669,654,634,616,599,579,557,535,509,479,452,436,424,412,404,393,381,366,352,342,339,339,339,339,339]","[467,467,467,467,467,467,467,464,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,464,464,464,463,462,462,462,462,465,469,473,480,485,487,488,489,491,493,495,497,498,498,498,498,498,498,498]","false","13.167000000000002","33","0","r","300","937.617684084946","0","399","AA","trial","24","manual-tracking","50","138530","0.0-0.0-0.25","","",""
"","","","","","","","","","","","","","","feedback","","html-button-response","51","140032","0.0-0.0-1.25","null","<p>Well done.</p>","null"
"2001.1000000238419","142008.09999990463","[431,433,444,457,469,474,477,481,488,502,525,548,567,578,586,594,604,614,628,643,661,681,706,728,753,775,794,811,827,842,858,879,913,935,957,973,989,1004,1019,1034,1059,1079,1093,1104,1110,1110,1110,1110,1110,1110,1110,1110,1110,1116,1143,1180,1248,1291,1320]","[468,468,468,468,468,468,468,468,468,468,468,468,469,472,475,476,476,476,476,475,475,475,478,484,489,493,495,495,495,495,494,493,492,491,490,490,490,491,492,494,494,493,491,489,486,486,486,486,486,486,486,486,486,485,478,473,468,468,474]","false","13.167000000000002","33","45","l","-300","898.5600178960647","0","399","AA","trial","33","manual-tracking","52","143946","0.0-0.0-0.26","","",""
"","","","","","","","","","","","","","","feedback","","html-button-response","53","145449","0.0-0.0-1.26","null","<p>Well done.</p>","null"
"2001.1000000238419","146974.19999992847","[1047,1038,1031,1026,1018,1010,1002,994,986,977,964,950,934,920,903,885,869,857,838,827,816,807,796,785,773,762,748,731,713,701,689,674,659,646,634,622,608,581,553,531,517,488,476,442,433,431,431,431,431,431,431,431,431,431,414,398,369,344,325]","[475,475,475,475,475,475,475,475,475,475,473,472,470,469,468,466,465,463,462,462,462,462,463,464,465,465,466,466,467,467,467,467,467,467,467,467,467,469,474,476,478,487,494,510,515,515,515,515,515,515,515,515,515,515,514,509,498,489,482]","false","13.167000000000002","33","225","r","300","1128.0401882252015","0","399","AA","trial","29","manual-tracking","54","148912","0.0-0.0-0.27","","",""
"","","","","","","","","","","","","","","feedback","","html-button-response","55","150414","0.0-0.0-1.27","null","<p>Well done.</p>","null"
"2001.3999999761581","151791.5","[423,423,426,430,434,438,443,450,459,471,492,530,564,592,611,624,634,647,658,673,686,696,708,720,731,738,744,750,762,775,789,803,820,834,848,861,875,899,913,926,939,949,960,968,976,987,997,1010,1024,1039,1055,1070,1086,1102,1122,1143,1177,1188,1192]","[461,461,461,461,461,461,461,461,461,461,461,458,456,455,455,455,455,455,455,455,456,458,460,461,462,462,463,463,463,463,464,464,464,464,464,463,463,463,463,463,463,463,463,463,464,465,465,465,465,465,465,465,467,468,470,471,472,471,470]","false","13.167000000000002","33","315","l","-300","1090.328365706041","0","399","AA","trial","39","manual-tracking","56","153730","0.0-0.0-0.28","","",""
"","","","","","","","","","","","","","","feedback","","html-button-response","57","155231","0.0-0.0-1.28","null","<p>Well done.</p>","null"
"2001.2999999523163","156775","[1044,1044,1044,1041,1034,1028,1021,1010,991,963,937,916,898,874,862,850,837,827,811,797,791,766,761,740,726,714,701,691,680,670,659,648,634,624,613,602,591,578,565,550,534,521,507,494,482,464,450,435,423,410,403,397,393,387,382,376,366,355,340]","[468,468,468,468,468,468,468,468,468,468,468,466,465,465,465,465,466,467,469,471,472,474,474,474,474,474,473,472,470,468,467,466,465,465,465,465,465,465,465,465,465,465,464,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,465]","false","13.167000000000002","33","45","r","300","1052.1387797898437","0","399","AA","trial","25","manual-tracking","58","158713","0.0-0.0-0.29","","",""
"","","","","","","","","","","","","","","feedback","","html-button-response","59","160217","0.0-0.0-1.29","null","<p>Well done.</p>","null"
"2001","162208.69999992847","[1042,1040,1031,1015,992,978,966,957,948,937,923,910,898,885,869,863,846,831,816,801,784,765,753,740,729,720,714,707,698,690,676,662,648,631,615,600,583,559,553,532,514,503,490,477,464,449,435,422,406,397,385,375,364,355,349,346,345,345,345]","[469,469,469,469,470,470,470,470,470,469,469,469,469,469,469,469,469,469,471,472,473,474,474,474,474,474,474,474,474,474,474,474,474,474,473,472,471,471,471,471,471,471,472,473,475,477,478,479,480,480,481,481,481,481,481,481,482,482,482]","false","13.167000000000002","33","180","r","300","1134.9098879220235","0","399","AA","trial","60","manual-tracking","60","164146","0.0-0.0-0.30","","",""
"","","","","","","","","","","","","","","feedback","","html-button-response","61","165648","0.0-0.0-1.30","null","<p>Well done.</p>","null"
